"gene_name","n_syn","n_mis","n_non","n_spl","n_ind","wmis_cv","wnon_cv","wspl_cv","wind_cv","pmis_cv","ptrunc_cv","pallsubs_cv","pind_cv","qmis_cv","qtrunc_cv","qallsubs_cv","pglobal_cv","qglobal_cv"
"ZNF334",16,45,2,0,0,1.19508154324423,0.810456882382559,0.810456882382559,0,0.516549592003037,0.771732702197355,0.718522821013118,1,0.852287647874632,0.892984030400684,0.879912944322847,0.956036152559782,0.999999998168399
"LAPTM4A",2,3,0,0,0,0.913005303311722,0,0,0,0.904219177322461,0.416310940047993,0.718590347298373,1,0.980180613552691,0.852895326354629,0.879912944322847,0.956058470727948,0.999999998168399
"SLC38A9",10,14,1,0,0,0.76358418964901,0.564643878937467,0.564643878937467,0,0.493574446712088,0.551071614678111,0.718592373413275,1,0.84250741205277,0.852895326354629,0.879912944322847,0.956059140282796,0.999999998168399
"ADAM9",6,9,1,0,0,0.680114911806571,0.667857243232813,0.667857243232813,0,0.428294230776415,0.688069101344361,0.718610899927792,1,0.812946404555858,0.865026737459283,0.879912944322847,0.956065262334813,0.999999998168399
"KCTD2",3,6,1,0,0,1.31992651221111,2.49572931046034,2.49572931046034,0,0.643477245710372,0.45106834900023,0.718679122899945,1,0.904120696955365,0.852895326354629,0.879942851982619,0.956087802370377,0.999999998168399
"UTS2B",1,3,1,0,0,1.11004377811458,2.77923084035462,2.77923084035462,0,0.89714475964198,0.418851784401069,0.718724024579124,1,0.979132271985404,0.852895326354629,0.879944203401534,0.956102633802042,0.999999998168399
"MRPL35",2,2,0,0,0,0.684516922764309,0,0,0,0.653498653564373,0.470506282865862,0.718842906968155,1,0.909008327907229,0.852895326354629,0.880022320085244,0.956141888187707,0.999999998168399
"AC051642.1",0,0,0,0,0,0,0,0,0,0.465682750521229,0.703791459576047,0.718875432643423,1,0.830097785531187,0.869884237698591,0.880022320085244,0.956152624581679,0.999999998168399
"C3orf58",2,5,0,0,0,1.04263662440399,0,0,0,0.949854859780286,0.427908340677173,0.718952008185576,1,0.988867497290552,0.852895326354629,0.880062438095193,0.956177895577161,0.999999998168399
"ZDHHC16",3,4,0,1,0,0.649241715742468,1.40098997975798,1.40098997975798,0,0.514851403848412,0.766533104078703,0.71913469538902,1,0.851582248695009,0.891200733399458,0.880100036296848,0.956238151960848,0.999999998168399
"ZFAND1",2,3,0,1,0,0.821141232202154,2.30062378867547,2.30062378867547,0,0.794000661921571,0.493635215754063,0.71918032883405,1,0.948549845483575,0.852895326354629,0.880100036296848,0.956253196161104,0.999999998168399
"GDPD1",1,5,0,1,0,1.50135703179524,2.44783224018573,2.44783224018573,0,0.567666265668258,0.473401352801464,0.719250355295613,1,0.874749420428054,0.852895326354629,0.880100036296848,0.956276276495191,0.999999998168399
"SFR1",0,3,0,0,0,1.58930353920149,0,0,0,0.601351256952923,0.585392828267662,0.719343249059903,1,0.88660241057291,0.852895326354629,0.880100036296848,0.956306883244917,0.999999998168399
"GAGE12H",0,0,0,0,0,0,0,0,0,0.444939277259395,0.76985523860345,0.719531825444373,1,0.822153501280098,0.892353406726008,0.880100036296848,0.956368978727805,0.999999998168399
"ITGA8",29,73,7,3,0,1.12140727367408,1.330177293338,1.330177293338,0,0.589619608664978,0.444058004783428,0.719551997737586,1,0.883463287935023,0.852895326354629,0.880100036296848,0.956375618246547,0.999999998168399
"NGB",1,3,0,0,0,0.822588163207711,0,0,0,0.808804451188871,0.421904019171963,0.719568467898292,1,0.952000130577984,0.852895326354629,0.880100036296848,0.956381038824169,0.999999998168399
"TEDDM1",0,5,0,0,0,1.39737051775034,0,0,0,0.6757037613366,0.539431734291674,0.719578791484058,1,0.915661616467706,0.852895326354629,0.880100036296848,0.956384436279321,0.999999998168399
"PPP4C",0,3,0,0,0,1.38533087014604,0,0,0,0.713634692884245,0.513050243935212,0.71958548262269,1,0.927232009063346,0.852895326354629,0.880100036296848,0.956386638230006,0.999999998168399
"DNAJC15",1,2,0,0,0,0.770856990106939,0,0,0,0.771708214200324,0.428739786417741,0.719596002998771,1,0.944123111161777,0.852895326354629,0.880100036296848,0.956390100197951,0.999999998168399
"ACTRT3",2,6,0,0,0,0.895746409941017,0,0,0,0.863634605103806,0.418140769046178,0.719684091920456,1,0.970582526771477,0.852895326354629,0.880114666855398,0.956419081816701,0.999999998168399
"SLTM",6,11,2,0,0,0.816727345206209,1.53034174267373,1.53034174267373,0,0.663280526445002,0.605941329837129,0.719848637740388,1,0.911800824961104,0.853046782428609,0.880114666855398,0.956473189190789,0.999999998168399
"KRTAP3-3",2,3,0,0,0,0.643184474072678,0,0,0,0.557383555684593,0.536840168989367,0.719864413656844,1,0.871070181391762,0.852895326354629,0.880114666855398,0.956478374787484,0.999999998168399
"LIX1",3,10,1,0,0,1.52425079163726,1.55549608739406,1.55549608739406,0,0.42839135802774,0.700691547624818,0.719878955863428,1,0.812946404555858,0.869338024444729,0.880114666855398,0.956483154553369,0.999999998168399
"OR4C15",26,47,1,0,0,0.866590631849676,0.549434176856364,0.549434176856364,0,0.55054015218856,0.517074303524189,0.719938305564879,1,0.867851155865218,0.852895326354629,0.880114666855398,0.956502658703747,0.999999998168399
"TMPO",3,9,1,0,0,1.28856843831486,2.50849068277655,2.50849068277655,0,0.643050100763281,0.448812876737521,0.719970365093854,1,0.904102791731424,0.852895326354629,0.880114666855398,0.956513192422784,0.999999998168399
"FLI1",6,17,1,0,0,1.34862437005815,0.83642488786315,0.83642488786315,0,0.475765381066101,0.863017295684565,0.719984086607669,1,0.834516809021006,0.930896622334295,0.880114666855398,0.956517700429906,0.999999998168399
"CAPN12",9,16,0,1,0,0.888920818152093,0.468847120273648,0.468847120273648,0,0.763687287637533,0.41965394609911,0.720036602113128,1,0.942807010933125,0.852895326354629,0.880114666855398,0.956534951232547,0.999999998168399
"KRCC1",2,3,0,0,0,0.713880121141725,0,0,0,0.654448998177409,0.46871169517325,0.720046029520789,1,0.909366818063651,0.852895326354629,0.880114666855398,0.956538047633346,0.999999998168399
"PPFIA4",16,28,2,1,0,0.782457566683534,0.814958091821252,0.814958091821252,0,0.420248210445126,0.736590675394348,0.72021747359343,1,0.808771133107887,0.879505182655752,0.880231774240182,0.956594336339487,0.999999998168399
"HDHD3",2,3,0,0,0,0.662585588916102,0,0,0,0.58432785960765,0.513135964692197,0.720232597666299,1,0.880964357449894,0.852895326354629,0.880231774240182,0.956599299932651,0.999999998168399
"MAP1LC3C",2,4,0,0,0,1.10489469111711,0,0,0,0.886892685622594,0.43996495995822,0.72027327502407,1,0.977103085412539,0.852895326354629,0.880231774240182,0.956612648322652,0.999999998168399
"KIAA0922",11,25,3,1,0,0.946323608534479,1.50078788571257,1.50078788571257,0,0.871731564551501,0.493535001697189,0.720433295140046,1,0.973140754426262,0.852895326354629,0.880320236750922,0.956665137083467,0.999999998168399
"SNRNP25",0,2,0,0,0,1.60869892844077,0,0,0,0.63118591703878,0.558388058218342,0.720514184863094,1,0.89811502035161,0.852895326354629,0.880365534761565,0.956691656480818,0.999999998168399
"ARL15",1,3,0,0,0,0.8930652536911,0,0,0,0.888541389172299,0.418232341050981,0.720579889893113,1,0.977264194988814,0.852895326354629,0.880392274862717,0.956713190948395,0.999999998168399
"STS",13,22,0,1,0,0.877615524338934,0.483956543464064,0.483956543464064,0,0.697067686971562,0.433432452222221,0.720815474323978,1,0.92121663877289,0.852895326354629,0.880581329975353,0.956790353221627,0.999999998168399
"HPRT1",2,4,1,0,0,1.28635343374688,2.64763423107639,2.64763423107639,0,0.719962281519185,0.430766633771241,0.720892927499866,1,0.929492494409584,0.852895326354629,0.880581329975353,0.956815705069723,0.999999998168399
"ODF3B",1,2,0,0,0,0.651260503057758,0,0,0,0.631243746407373,0.478443304106303,0.720934362611513,1,0.89811502035161,0.852895326354629,0.880581329975353,0.956829264126607,0.999999998168399
"NUB1",9,16,1,2,0,0.938526055651299,1.61329644138987,1.61329644138987,0,0.871080581631354,0.483236499807011,0.720984922567865,1,0.973067033936163,0.852895326354629,0.880581329975353,0.956845805934596,0.999999998168399
"CYB561",1,4,0,0,0,1.09446407685864,0,0,0,0.904517470072324,0.440962557814255,0.721016220012016,1,0.980246922513734,0.852895326354629,0.880581329975353,0.956856043808976,0.999999998168399
"DUSP1",3,5,0,0,0,0.817800133588645,0,0,0,0.748850228449033,0.43756405571442,0.721018901573679,1,0.939752189161451,0.852895326354629,0.880581329975353,0.956856920925769,0.999999998168399
"AC008267.1",0,0,0,0,0,0,0,0,0,0.42792973392864,0.863123306579566,0.721041434444504,1,0.812946404555858,0.930911682462423,0.880581329975353,0.956864290848737,0.999999998168399
"C6orf203",1,4,0,0,0,1.17596688213622,0,0,0,0.829269874560535,0.460754601076614,0.721201012450254,1,0.959416978891671,0.852895326354629,0.880669150983897,0.956916464562628,0.999999998168399
"HBG1",4,9,1,0,0,1.39169051990999,2.09456719482793,2.09456719482793,0,0.524277849949238,0.530545888725378,0.721354681877955,1,0.856223889069268,0.852895326354629,0.880718515024191,0.956966673106007,0.999999998168399
"NEK4",2,11,1,0,0,1.56957518259567,1.43000836297035,1.43000836297035,0,0.419852969712248,0.757103179039972,0.721372947251908,1,0.808771133107887,0.88786796084909,0.880718515024191,0.95697263879033,0.999999998168399
"ST8SIA1",1,5,1,0,0,1.13741886289144,2.76864725858147,2.76864725858147,0,0.85737998243639,0.420414318355167,0.721610511558556,1,0.968166660697477,0.852895326354629,0.880955021433005,0.957050187944727,0.999999998168399
"TTC6",6,22,3,0,0,1.18413812797912,1.75955340977422,1.75955340977422,0,0.67649183788213,0.424783754856982,0.721654405180214,1,0.91592408618437,0.852895326354629,0.880955076830458,0.95706450777046,0.999999998168399
"KATNAL2",8,16,1,0,0,0.897053974265741,0.466711408190434,0.466711408190434,0,0.787522651195772,0.419580002490768,0.721700769755917,1,0.947138347532022,0.852895326354629,0.880958148439524,0.957079630819153,0.999999998168399
"NPR3",7,10,1,0,0,0.69342077168511,0.938089907233259,0.938089907233259,0,0.426158813735507,0.951200672696688,0.721763444878206,1,0.811944687222387,0.976632711987347,0.880981128253222,0.957100069254986,0.999999998168399
"TNNI2",7,9,0,1,0,0.699651289893755,0.628596266806962,0.628596266806962,0,0.447837523235175,0.63902009113396,0.721881170557655,1,0.824078150889598,0.857360778370862,0.880997209360351,0.957138445034349,0.999999998168399
"AL391152.1",0,0,0,0,0,0,0,0,0,0.429500541240257,0.859045515107443,0.722002750555114,1,0.813618231611042,0.928726663967434,0.880997209360351,0.957178057077946,0.999999998168399
"BX649567.1",0,0,0,0,0,0,0,0,0,0.428663333685334,0.865323502567096,0.722054880340326,1,0.812957647452945,0.931505928183188,0.880997209360351,0.957195035239708,0.999999998168399
"TAS2R19",1,2,0,0,0,0.578842996850733,0,0,0,0.539769570102618,0.555347081840999,0.722158457634362,1,0.863581568063348,0.852895326354629,0.880997209360351,0.957228758184812,0.999999998168399
"CR1",32,89,6,1,0,1.16260355278852,0.99955301850416,0.99955301850416,0,0.449292085869967,0.999140193434467,0.722256309739191,1,0.824078150889598,0.999807280547121,0.880997209360351,0.957260603462186,0.999999998168399
"BAHD1",12,17,1,0,0,0.749373725489209,0.7465815382583,0.7465815382583,0,0.425568150155006,0.768182326794174,0.722338067571745,1,0.811719648463396,0.891459527603056,0.880997209360351,0.957287200806357,0.999999998168399
"STX19",2,3,0,0,0,0.710107795442648,0,0,0,0.649356021740429,0.474327688154575,0.722350109415959,1,0.90716304621937,0.852895326354629,0.880997209360351,0.957291117460463,0.999999998168399
"AL627171.1",0,0,0,0,0,0,0,0,0,0.451357323871693,0.758208478568003,0.722392451506627,1,0.824078150889598,0.888127713555839,0.880997209360351,0.957304887787242,0.999999998168399
"MTPN",2,1,0,0,0,0.544755174119099,0,0,0,0.563379460725121,0.545615932266044,0.72246017445876,1,0.873669224371531,0.852895326354629,0.880997209360351,0.957326907217978,0.999999998168399
"FOXM1",8,12,1,0,0,0.707347974434056,0.837674595645044,0.837674595645044,0,0.420300611040783,0.862536233794257,0.722499934861553,1,0.808771133107887,0.930601075166748,0.880997209360351,0.95733983195182,0.999999998168399
"TCTE3",0,1,0,0,0,0.508416556958258,0,0,0,0.563797433621883,0.524575602022713,0.722596254417274,1,0.873731557278927,0.852895326354629,0.880997209360351,0.957371133042575,0.999999998168399
"SLC28A3",6,17,3,0,0,1.08587716166737,1.7606334330478,1.7606334330478,0,0.845987781112177,0.424306252592872,0.722607032462792,1,0.964066332005061,0.852895326354629,0.880997209360351,0.957374634799233,0.999999998168399
"ZXDA",4,8,0,0,0,0.883615444707334,0,0,0,0.818119829134628,0.426794120053118,0.722652185206254,1,0.956220286820862,0.852895326354629,0.880997209360351,0.957389303051107,0.999999998168399
"HIP1",13,24,1,1,0,0.861738676485172,0.579450835912377,0.579450835912377,0,0.652205854987409,0.437050381059057,0.722730172679984,1,0.90871649230761,0.852895326354629,0.880997209360351,0.957414631299291,0.999999998168399
"NTNG1",12,26,1,0,0,0.976952478863036,0.478936979601568,0.478936979601568,0,0.943802548328274,0.427746430823207,0.72277351421817,1,0.987158662179227,0.852895326354629,0.880997209360351,0.95742870383505,0.999999998168399
"AC103801.2",0,0,0,0,0,0,0,0,0,0.438478328920991,0.812578126030885,0.722825071458324,1,0.818419556517246,0.908271887633351,0.880997209360351,0.957445440537051,0.999999998168399
"PRELP",4,12,1,0,0,1.23716821381084,2.49795219248737,2.49795219248737,0,0.664577325658917,0.446997747397812,0.722854888990388,1,0.912311657079226,0.852895326354629,0.880997209360351,0.957455118336172,0.999999998168399
"RABL6",7,12,2,0,0,0.843492625333265,1.59148790750358,1.59148790750358,0,0.69947638133556,0.571519205362876,0.722855934173667,1,0.921640869452567,0.852895326354629,0.880997209360351,0.957455457546288,0.999999998168399
"CCNDBP1",2,6,0,1,0,1.50309537499642,2.15330679790231,2.15330679790231,0,0.519685803684701,0.525624206651125,0.722869165292151,1,0.853930439341566,0.852895326354629,0.880997209360351,0.957459751523017,0.999999998168399
"IQGAP3",17,40,5,1,0,1.09414789972188,1.47698977026522,1.47698977026522,0,0.744857878386944,0.421102512218049,0.722991981675877,1,0.938649726223635,0.852895326354629,0.880997209360351,0.957499598327023,0.999999998168399
"UMOD",10,21,1,0,0,0.836558549164785,0.493763814689426,0.493763814689426,0,0.62355141112387,0.453021891199866,0.722993785034543,1,0.894675830089366,0.852895326354629,0.880997209360351,0.957500183257047,0.999999998168399
"APTX",3,4,0,1,0,0.677655265340203,1.55705355135587,1.55705355135587,0,0.557458644274337,0.700079246145502,0.722995359659387,1,0.871070181391762,0.869204150041989,0.880997209360351,0.957500693992227,0.999999998168399
"CNN2",4,9,1,0,0,1.46736240755253,1.74427183485282,1.74427183485282,0,0.459643850243553,0.62950247013715,0.722997275758604,1,0.827583799259787,0.855855794935707,0.880997209360351,0.957501315481211,0.999999998168399
"RXFP4",3,6,0,0,0,0.884160390717244,0,0,0,0.83796033730869,0.424320486975711,0.723022626066779,1,0.962073178281472,0.852895326354629,0.880997209360351,0.957509537404805,0.999999998168399
"TUBAL3",15,27,1,0,0,0.828055842586394,0.541320638199324,0.541320638199324,0,0.54432576088268,0.512578303575701,0.723046618835855,1,0.865807652659966,0.852895326354629,0.880997209360351,0.957517318215929,0.999999998168399
"AMMECR1",1,4,0,0,0,1.20911938532203,0,0,0,0.800489605516519,0.472084878632799,0.723078175768118,1,0.950462674088684,0.852895326354629,0.880997209360351,0.957527550859126,0.999999998168399
"C1QTNF7",9,11,1,0,0,0.725924688251157,1.1452710070352,1.1452710070352,0,0.451879566520943,0.898533188726821,0.723082098776133,1,0.824512975294911,0.947683883390758,0.880997209360351,0.957528822836505,0.999999998168399
"GRP",0,3,0,0,0,1.4638902052433,0,0,0,0.667634764475251,0.542815809688171,0.723152498165075,1,0.913439233348124,0.852895326354629,0.880997209360351,0.95755164518017,0.999999998168399
"C9orf173",4,6,1,0,0,0.659624302069979,1.17604182701995,1.17604182701995,0,0.469719759037492,0.882760669050108,0.723169308526199,1,0.831759181986801,0.938935073422929,0.880997209360351,0.957557093813792,0.999999998168399
"EP400NL",1,3,0,0,0,0.70286683386983,0,0,0,0.662597497725666,0.46296836986785,0.723258454499448,1,0.911525965169277,0.852895326354629,0.880997209360351,0.957585981591042,0.999999998168399
"TMEM229B",3,5,0,0,0,0.856010260579262,0,0,0,0.804499893558453,0.429171961909448,0.72331888978676,1,0.951211531191164,0.852895326354629,0.880997209360351,0.957605559413016,0.999999998168399
"RPRD1B",1,3,0,0,0,0.948744841885688,0,0,0,0.948014647236254,0.422296076204642,0.723351185671061,1,0.988426214121214,0.852895326354629,0.880997209360351,0.957616019493318,0.999999998168399
"GTF3C4",6,9,1,0,0,0.703990272843033,1.20680922322636,1.20680922322636,0,0.470420148365966,0.862558022087262,0.723360425718328,1,0.832036283349243,0.930601075166748,0.880997209360351,0.957619011920083,0.999999998168399
"METTL15",1,4,0,0,0,0.960191898653121,0,0,0,0.95705416246387,0.423557191190987,0.723597741385356,1,0.99102907967937,0.852895326354629,0.880997209360351,0.957695827120891,0.999999998168399
"TP53TG3",0,0,0,0,0,0,0,0,0,0.432980149048037,0.847210511586997,0.723611732469428,1,0.816365143579175,0.923214535352518,0.880997209360351,0.957700353376207,0.999999998168399
"LGALS7",0,0,0,0,0,0,0,0,0,0.439177777365721,0.813285523828807,0.723615830100442,1,0.818584351521913,0.908405689149824,0.880997209360351,0.957701678949515,0.999999998168399
"CD3EAP",1,5,0,0,0,1.29221538428153,0,0,0,0.71945509761829,0.508289630474807,0.723638351860988,1,0.929203358411799,0.852895326354629,0.880997209360351,0.957708964268055,0.999999998168399
"OPALIN",4,12,0,1,0,1.44415750186485,0.952346791340315,0.952346791340315,0,0.450970020467707,0.963672357851059,0.723672584923949,1,0.824078150889598,0.983043469469343,0.880997209360351,0.957720036605569,0.999999998168399
"PCDHAC1",34,74,2,0,0,1.05492982593185,0.629279717155399,0.629279717155399,0,0.791544136617488,0.493865468286957,0.723684266538007,1,0.947577854735546,0.852895326354629,0.880997209360351,0.957723814534744,0.999999998168399
"B3GALT4",3,5,0,0,0,0.993369906696286,0,0,0,0.991548579723998,0.424122187622459,0.723736144461515,1,0.998380551206996,0.852895326354629,0.880997209360351,0.957740589999823,0.999999998168399
"RP1-241P17.4",3,4,0,0,0,1.38834847794839,0,0,0,0.625693976083303,0.550479649903688,0.72374909856547,1,0.895792284113067,0.852895326354629,0.880997209360351,0.957744778313524,0.999999998168399
"AL035588.1",0,0,0,0,0,0,0,0,0,0.486711440849161,0.66980216609254,0.723762545719305,1,0.839930706458035,0.860258396705244,0.880997209360351,0.957749125794572,0.999999998168399
"TMEM237",5,8,1,1,0,0.942765726764207,1.85661772438438,1.85661772438438,0,0.908902709613725,0.466785063403063,0.723797746034177,1,0.981145164187477,0.852895326354629,0.880997209360351,0.957760504915836,0.999999998168399
"AC110084.1",0,0,0,0,0,0,0,0,0,0.477817817981195,0.689112051480924,0.723816151552982,1,0.835093919009851,0.865026737459283,0.880997209360351,0.957766454142124,0.999999998168399
"VPS54",6,20,2,0,0,1.38559765059141,1.3069864832543,1.3069864832543,0,0.42289986526224,0.74137566296442,0.723837585730492,1,0.810578247756502,0.881461836965613,0.880997209360351,0.957773381733604,0.999999998168399
"ZBTB20",12,18,1,0,0,0.751652325026847,0.764396294954046,0.764396294954046,0,0.425124679847461,0.787136514211785,0.724012374535532,1,0.811719648463396,0.898840736128218,0.88111614293447,0.957829850318147,0.999999998168399
"APEX1",1,4,0,0,0,1.22036724455088,0,0,0,0.790958875477347,0.47645288971409,0.724023015464893,1,0.947577854735546,0.852895326354629,0.88111614293447,0.957833286693983,0.999999998168399
"UNC5CL",7,19,1,0,0,1.30165435554405,0.771880794819007,0.771880794819007,0,0.506449067690238,0.799099520107119,0.724272157856837,1,0.846386379668935,0.902914409818806,0.881295630198908,0.957913699908184,0.999999998168399
"CABP1",2,6,1,0,0,0.873355973792031,2.30532389821079,2.30532389821079,0,0.832848110052457,0.492673015751849,0.724328495475049,1,0.96011900802737,0.852895326354629,0.881295630198908,0.957931871559447,0.999999998168399
"CELSR2",17,31,1,1,0,0.793543941030045,0.770570787101774,0.770570787101774,0,0.430960402701951,0.716367319221595,0.724345089514685,1,0.814999584122495,0.872946669695419,0.881295630198908,0.957937223117512,0.999999998168399
"APIP",1,3,0,1,0,0.789063143005752,2.17141294400237,2.17141294400237,0,0.769171431457298,0.529774451387658,0.724372152540959,1,0.943271497556062,0.852895326354629,0.881295630198908,0.957945950095773,0.999999998168399
"NOM1",12,17,0,1,0,0.763226475498692,0.642126175703008,0.642126175703008,0,0.455320538393473,0.64779557703707,0.724513666598197,1,0.826288947417873,0.858218216923366,0.881295630198908,0.957991567480675,0.999999998168399
"A1BG",2,5,0,1,0,0.967506947063832,2.55441723063121,2.55441723063121,0,0.960363593117942,0.446162170953622,0.724549038679486,1,0.991720286953337,0.852895326354629,0.881295630198908,0.958002965435038,0.999999998168399
"ARFGEF2",23,41,4,1,0,0.818286844829439,0.951349134833613,0.951349134833613,0,0.432560675617341,0.918423525167208,0.724565288916707,1,0.816196205893179,0.95873257511443,0.881295630198908,0.958008201174033,0.999999998168399
"ABCE1",8,10,1,1,0,0.766301872660335,1.32366096765725,1.32366096765725,0,0.550756943217641,0.725495150288283,0.724615086156623,1,0.867931425695006,0.876383127058281,0.881302844964751,0.958024243307202,0.999999998168399
"CLEC10A",7,14,2,1,0,0.909290250140403,1.56199692928441,1.56199692928441,0,0.823645012166752,0.519444686803612,0.724730675566671,1,0.957840506581359,0.852895326354629,0.881359767964268,0.958061467134292,0.999999998168399
"TDRP",0,2,0,0,0,0.698303235324129,0,0,0,0.715065227406337,0.441135365771005,0.724783678805126,1,0.927477265869571,0.852895326354629,0.881359767964268,0.95807852986306,0.999999998168399
"COMMD1",2,4,0,0,0,0.941034319252809,0,0,0,0.930898489251642,0.422568583682056,0.724793493917955,1,0.985393809827194,0.852895326354629,0.881359767964268,0.958081689105168,0.999999998168399
"MME",17,47,5,1,0,1.23318533021175,1.24293343075401,1.24293343075401,0,0.433049057698196,0.648486818997319,0.724878344423919,1,0.816365143579175,0.858218216923366,0.881403883033882,0.958108994843837,0.999999998168399
"ENG",8,12,1,0,0,0.719445630361026,0.654522743887399,0.654522743887399,0,0.443209670680593,0.668191112571416,0.724937066102422,1,0.821182301188835,0.859697669424581,0.881403883033882,0.958127886249967,0.999999998168399
"IPCEF1",8,19,1,0,0,1.1355132404,0.556166466253784,0.556166466253784,0,0.742286348438386,0.544034737384814,0.725102524833598,1,0.93805982051048,0.852895326354629,0.88152213641727,0.958181090551102,0.999999998168399
"RAP1GDS1",11,16,1,0,0,0.827406649153047,0.504587662337966,0.504587662337966,0,0.612158941765646,0.466418039845145,0.725251779019185,1,0.890999990686988,0.852895326354629,0.881650238535393,0.958229051787853,0.999999998168399
"KRTAP5-7",1,5,0,0,0,1.40627401868716,0,0,0,0.632110312158808,0.562754915468028,0.72536851145258,1,0.898586873387293,0.852895326354629,0.88169672602113,0.958266541101079,0.999999998168399
"ZNF263",3,14,1,0,0,1.48786072125746,1.48580918900509,1.48580918900509,0,0.427909868921108,0.729096050124335,0.725392503460615,1,0.812946404555858,0.877327394302801,0.88169672602113,0.958274243949363,0.999999998168399
"NECAP2",1,2,0,0,0,0.717894576237017,0,0,0,0.711261848817288,0.450252412491971,0.725425251973049,1,0.926815733152842,0.852895326354629,0.88169672602113,0.95828475687073,0.999999998168399
"HDC",19,47,3,2,0,1.17344881786106,1.42311714053391,1.42311714053391,0,0.537393577772578,0.49416383398587,0.72549575299719,1,0.861983020389011,0.852895326354629,0.88169672602113,0.958307384079274,0.999999998168399
"NUDT17",1,3,0,0,0,1.03690375561886,0,0,0,0.96419281876244,0.433220134532345,0.725547813170725,1,0.992669290553051,0.852895326354629,0.88169672602113,0.958324088324291,0.999999998168399
"CDK2AP1",0,2,0,0,0,1.80882042229196,0,0,0,0.550808992943545,0.637406157754465,0.725553330909728,1,0.86794537076304,0.856888801875623,0.88169672602113,0.958325858550162,0.999999998168399
"SMYD2",5,6,1,0,0,0.651355486302651,0.993099930425201,0.993099930425201,0,0.437732298222298,0.994821278743601,0.725629783482201,1,0.81797460160361,0.997950584743244,0.881736299742403,0.958350382090178,0.999999998168399
"RAB3A",2,4,0,0,0,1.09646362814638,0,0,0,0.895520918973584,0.44349411654262,0.72573015104042,1,0.978914344676938,0.852895326354629,0.881740587557409,0.958382564564175,0.999999998168399
"ZNF175",6,15,0,2,0,1.00198192346794,1.90748904170328,1.90748904170328,0,0.996370216084812,0.444401455448671,0.7258246441538,1,0.999284375899074,0.852895326354629,0.881740587557409,0.95841285073401,0.999999998168399
"GAGE12F",0,0,0,0,0,0,0,0,0,0.451022507740542,0.773444980511519,0.725875170182614,1,0.824078150889598,0.893177846627948,0.881740587557409,0.958429039881226,0.999999998168399
"GAGE12C",0,0,0,0,0,0,0,0,0,0.451141964580701,0.773067699032766,0.72589162350425,1,0.824078150889598,0.893177846627948,0.881740587557409,0.958434310964214,0.999999998168399
"SKA1",3,4,1,0,0,0.751990942071773,1.92397788819647,1.92397788819647,0,0.667635432690072,0.578488082220284,0.725896634103618,1,0.913439233348124,0.852895326354629,0.881740587557409,0.958435916115247,0.999999998168399
"HOXD9",2,5,0,0,0,0.783529182056295,0,0,0,0.714829841039572,0.44954372387378,0.725896636215198,1,0.927477265869571,0.852895326354629,0.881740587557409,0.958435916791687,0.999999998168399
"EPCAM",0,4,0,1,0,1.16680098341793,2.82401035366485,2.82401035366485,0,0.854330099024616,0.427244768339049,0.726018942686644,1,0.967229165885775,0.852895326354629,0.881831180390122,0.958475087079088,0.999999998168399
"AC022210.1",0,0,0,0,0,0,0,0,0,0.457986047528526,0.749975627510418,0.726059000846817,1,0.826721153854519,0.885349334996875,0.881831180390122,0.958487911762583,0.999999998168399
"GPR110",18,47,4,1,0,1.16202081202472,1.45277257074375,1.45277257074375,0,0.569130381172456,0.471967405990787,0.726127487493986,1,0.875193148728344,0.852895326354629,0.881861050065989,0.958509832752005,0.999999998168399
"TATDN3",2,6,1,0,0,1.56093191895039,1.93547846626472,1.93547846626472,0,0.481541095998091,0.580412425761744,0.726299350264317,1,0.836979164261411,0.852895326354629,0.88189310473527,0.958564813601895,0.999999998168399
"PPFIA3",14,23,2,1,0,0.776745317014432,0.972815322450989,0.972815322450989,0,0.440443590541742,0.964923755071406,0.726339243297412,1,0.81984125412945,0.983426325934136,0.88189310473527,0.958577570019893,0.999999998168399
"TK1",1,4,0,0,0,1.1820330290375,0,0,0,0.823926159075375,0.467612772372472,0.726340687391096,1,0.957840506581359,0.852895326354629,0.88189310473527,0.958578031750222,0.999999998168399
"WDR13",5,7,1,0,0,0.692917784375311,1.28484333824757,1.28484333824757,0,0.491270727972212,0.820068327313021,0.726347964341534,1,0.840940669052735,0.911233820624144,0.88189310473527,0.95858035841758,0.999999998168399
"AK1",1,3,0,0,0,0.886035635886833,0,0,0,0.880810493291736,0.424144120670505,0.726373356087763,1,0.976159290804252,0.852895326354629,0.88189310473527,0.958588476377483,0.999999998168399
"OSBPL8",6,17,1,2,0,1.19672986767853,1.74284160294564,1.74284160294564,0,0.670363153114988,0.432257615173311,0.726417751966097,1,0.914358474395931,0.852895326354629,0.881893712898112,0.958602667989364,0.999999998168399
"PNP",6,12,1,0,0,1.42799415952505,1.36389091883037,1.36389091883037,0,0.428553698237874,0.778471213687072,0.726644706741729,1,0.812946404555858,0.895159218645468,0.881914282308557,0.958675174097351,0.999999998168399
"BECN1",2,8,1,0,0,1.57215363200073,1.70025338215576,1.70025338215576,0,0.445599210993069,0.652309327826639,0.726706066946227,1,0.82276755335555,0.858366957385709,0.881914282308557,0.958694764901922,0.999999998168399
